date	close
22-May-08	177.05
23-May-08	181.17
27-May-08	186.43
28-May-08	187.01
29-May-08	186.69
30-May-08	188.75
2-Jun-08	186.10
3-Jun-08	185.37
4-Jun-08	185.19
5-Jun-08	189.43
6-Jun-08	185.64
9-Jun-08	181.61
10-Jun-08	185.64
11-Jun-08	180.81
12-Jun-08	173.26
13-Jun-08	172.37
16-Jun-08	176.84
17-Jun-08	181.43
18-Jun-08	178.75
19-Jun-08	180.90
20-Jun-08	175.27
23-Jun-08	173.16
24-Jun-08	173.25
25-Jun-08	177.39
26-Jun-08	168.26
27-Jun-08	170.09
30-Jun-08	167.44
1-Jul-08	174.68
2-Jul-08	168.18
3-Jul-08	170.12
7-Jul-08	175.16
8-Jul-08	179.55
9-Jul-08	174.25
10-Jul-08	176.63
11-Jul-08	172.58
14-Jul-08	173.88
15-Jul-08	169.64
16-Jul-08	172.81
17-Jul-08	171.81
18-Jul-08	165.15
21-Jul-08	166.29
22-Jul-08	162.02
23-Jul-08	166.26
24-Jul-08	159.03
25-Jul-08	162.12
28-Jul-08	154.40
29-Jul-08	157.08
30-Jul-08	159.88
31-Jul-08	158.95
1-Aug-08	156.66
4-Aug-08	153.23
5-Aug-08	160.64
6-Aug-08	164.19
7-Aug-08	163.57
8-Aug-08	169.55
11-Aug-08	173.56
12-Aug-08	176.73
13-Aug-08	179.30
14-Aug-08	179.32
15-Aug-08	175.74
18-Aug-08	175.39
19-Aug-08	173.53
20-Aug-08	175.84
21-Aug-08	174.29
22-Aug-08	176.79
25-Aug-08	172.55
26-Aug-08	173.64
27-Aug-08	174.67
28-Aug-08	173.74
29-Aug-08	169.53
2-Sep-08	166.19
3-Sep-08	166.96
4-Sep-08	161.22
5-Sep-08	160.18
8-Sep-08	157.92
9-Sep-08	151.68
10-Sep-08	151.61
11-Sep-08	152.65
12-Sep-08	148.94
15-Sep-08	140.36
16-Sep-08	139.88
17-Sep-08	127.83
18-Sep-08	134.09
19-Sep-08	140.91
22-Sep-08	131.05
23-Sep-08	126.84
24-Sep-08	128.71
25-Sep-08	131.93
26-Sep-08	128.24
29-Sep-08	105.26
30-Sep-08	113.66
1-Oct-08	109.12
2-Oct-08	100.10
3-Oct-08	97.07
6-Oct-08	98.14
7-Oct-08	89.16
8-Oct-08	89.79
9-Oct-08	88.74
10-Oct-08	96.80
13-Oct-08	110.26
14-Oct-08	104.08
15-Oct-08	97.95
16-Oct-08	101.89
17-Oct-08	97.40
20-Oct-08	98.44
21-Oct-08	91.49
22-Oct-08	96.87
23-Oct-08	98.23
24-Oct-08	96.38
27-Oct-08	92.09
28-Oct-08	99.91
29-Oct-08	104.55
30-Oct-08	111.04
31-Oct-08	107.59
3-Nov-08	106.96
4-Nov-08	110.99
5-Nov-08	103.30
6-Nov-08	99.10
7-Nov-08	98.24
10-Nov-08	95.88
11-Nov-08	94.77
12-Nov-08	90.12
13-Nov-08	96.44
14-Nov-08	90.24
17-Nov-08	88.14
18-Nov-08	89.91
19-Nov-08	86.29
20-Nov-08	80.49
21-Nov-08	82.58
24-Nov-08	92.95
25-Nov-08	90.80
26-Nov-08	95.00
27-Nov-08	95.00
28-Nov-08	92.67
1-Dec-08	88.93
2-Dec-08	92.47
3-Dec-08	95.90
4-Dec-08	91.41
5-Dec-08	94.00
8-Dec-08	99.72
9-Dec-08	100.06
10-Dec-08	98.21
11-Dec-08	95.00
12-Dec-08	98.27
15-Dec-08	94.75
16-Dec-08	95.43
17-Dec-08	89.16
18-Dec-08	89.43
19-Dec-08	90.00
22-Dec-08	85.74
23-Dec-08	86.38
24-Dec-08	85.04
25-Dec-08	85.04
26-Dec-08	85.81
29-Dec-08	86.61
30-Dec-08	86.29
31-Dec-08	85.35
