date	close
17-Nov-10	300.50
18-Nov-10	308.43
19-Nov-10	306.73
22-Nov-10	313.36
23-Nov-10	308.73
24-Nov-10	314.80
26-Nov-10	315.00
29-Nov-10	316.87
30-Nov-10	311.15
1-Dec-10	316.40
2-Dec-10	318.15
3-Dec-10	317.44
6-Dec-10	320.15
7-Dec-10	318.21
8-Dec-10	321.01
9-Dec-10	319.76
10-Dec-10	320.56
13-Dec-10	321.67
14-Dec-10	320.29
15-Dec-10	320.36
16-Dec-10	321.25
17-Dec-10	320.61
20-Dec-10	322.21
21-Dec-10	324.20
22-Dec-10	325.16
23-Dec-10	323.60
27-Dec-10	324.68
28-Dec-10	325.47
29-Dec-10	325.29
30-Dec-10	323.66
31-Dec-10	322.56
