date	close
5-Jun-09	144.67
8-Jun-09	143.85
9-Jun-09	142.72
10-Jun-09	140.25
11-Jun-09	139.95
12-Jun-09	136.97
15-Jun-09	136.09
16-Jun-09	136.35
17-Jun-09	135.58
18-Jun-09	135.88
19-Jun-09	139.48
22-Jun-09	137.37
23-Jun-09	134.01
24-Jun-09	136.22
25-Jun-09	139.86
26-Jun-09	142.44
29-Jun-09	141.97
30-Jun-09	142.43
1-Jul-09	142.83
2-Jul-09	140.02
3-Jul-09	140.02
6-Jul-09	138.61
7-Jul-09	135.40
8-Jul-09	137.22
9-Jul-09	136.36
10-Jul-09	138.52
13-Jul-09	142.34
14-Jul-09	142.27
15-Jul-09	146.88
16-Jul-09	147.52
17-Jul-09	151.75
20-Jul-09	152.91
21-Jul-09	151.51
22-Jul-09	156.74
23-Jul-09	157.82
24-Jul-09	159.99
27-Jul-09	160.10
28-Jul-09	160.00
29-Jul-09	160.03
30-Jul-09	162.79
31-Jul-09	163.39
3-Aug-09	166.43
4-Aug-09	165.55
5-Aug-09	165.11
6-Aug-09	163.91
7-Aug-09	165.51
10-Aug-09	164.72
12-Aug-09	165.31
13-Aug-09	168.42
14-Aug-09	166.78
17-Aug-09	159.59
18-Aug-09	164.00
19-Aug-09	164.60
20-Aug-09	166.33
21-Aug-09	169.22
24-Aug-09	169.06
25-Aug-09	169.40
26-Aug-09	167.41
27-Aug-09	169.45
28-Aug-09	170.05
31-Aug-09	168.21
1-Sep-09	165.30
2-Sep-09	165.18
3-Sep-09	166.55
4-Sep-09	170.31
8-Sep-09	172.93
9-Sep-09	171.14
10-Sep-09	172.56
11-Sep-09	172.16
14-Sep-09	173.72
15-Sep-09	175.16
16-Sep-09	181.87
17-Sep-09	184.55
18-Sep-09	185.02
21-Sep-09	184.02
22-Sep-09	184.48
23-Sep-09	185.50
24-Sep-09	183.82
25-Sep-09	182.37
28-Sep-09	186.15
29-Sep-09	185.38
30-Sep-09	185.35
1-Oct-09	180.86
2-Oct-09	184.90
5-Oct-09	186.02
6-Oct-09	190.01
7-Oct-09	190.25
8-Oct-09	189.27
9-Oct-09	190.47
12-Oct-09	190.81
13-Oct-09	190.02
14-Oct-09	191.29
15-Oct-09	190.56
16-Oct-09	188.05
19-Oct-09	189.86
20-Oct-09	198.76
21-Oct-09	204.92
22-Oct-09	205.20
23-Oct-09	203.94
26-Oct-09	202.48
27-Oct-09	197.37
28-Oct-09	192.40
29-Oct-09	196.35
30-Oct-09	188.50
2-Nov-09	189.31
3-Nov-09	188.75
4-Nov-09	190.81
5-Nov-09	194.03
6-Nov-09	194.34
9-Nov-09	201.46
10-Nov-09	202.98
11-Nov-09	203.25
12-Nov-09	201.99
13-Nov-09	204.45
16-Nov-09	206.63
17-Nov-09	207.00
18-Nov-09	205.96
19-Nov-09	200.51
20-Nov-09	199.92
23-Nov-09	205.88
24-Nov-09	204.44
25-Nov-09	204.19
26-Nov-09	204.19
27-Nov-09	200.59
30-Nov-09	199.91
1-Dec-09	196.97
2-Dec-09	196.23
3-Dec-09	196.48
4-Dec-09	193.32
7-Dec-09	188.95
8-Dec-09	189.87
9-Dec-09	197.80
10-Dec-09	196.43
11-Dec-09	194.67
14-Dec-09	196.98
15-Dec-09	194.17
16-Dec-09	195.03
17-Dec-09	191.86
18-Dec-09	195.43
21-Dec-09	198.23
22-Dec-09	200.36
23-Dec-09	202.10
24-Dec-09	209.04
25-Dec-09	209.04
28-Dec-09	211.61
29-Dec-09	209.10
30-Dec-09	211.64
31-Dec-09	210.73
